status,circuit_depth,circuit_width,circuit_size,circuit_count_ops,num_qubits,num_clbits,num_ancillas,num_parameters,has_calibrations,has_layout,payload_size,num_gates,execution_type,experiment_type,job_id,counts,success_rate
completed,7011,7,14024,"{""h"": 2458, ""sdg"": 2345, ""s"": 2345, ""z"": 2316, ""x"": 2292, ""y"": 2258, ""cx"": 7, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,7004,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/47c549e0-fc65-404a-8863-cce84141a347,"{'10110': 1, '10010': 1, '00100': 1, '10000': 3, '10111': 1, '00011': 1, '10011': 2}",0.0
completed,7011,7,14026,"{""z"": 2394, ""s"": 2369, ""sdg"": 2369, ""y"": 2326, ""x"": 2322, ""h"": 2236, ""cx"": 7, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,7005,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/67bb6527-4ecf-4731-b275-7d1d6a749369,"{'10111': 1, '10100': 2, '10011': 3, '11100': 1, '01010': 1, '00011': 1, '11000': 1}",0.0
completed,4675,9,14021,"{""z"": 2386, ""x"": 2348, ""s"": 2334, ""sdg"": 2334, ""y"": 2330, ""h"": 2276, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,7000,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/f57fbec9-0e49-4406-b2fe-ab4df9da2127,"{'001010': 1, '111010': 2, '101000': 2, '100100': 1, '011111': 1, '100010': 1, '001001': 1, '011010': 1}",0.0
completed,4675,9,14023,"{""y"": 2370, ""z"": 2364, ""s"": 2339, ""sdg"": 2339, ""x"": 2300, ""h"": 2298, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,7001,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/acf831b2-209c-47da-9821-19b2ac00c913,"{'101010': 1, '010001': 1, '111010': 1, '000000': 1, '100010': 1, '110010': 1, '011101': 1, '111000': 1, '000001': 1, '011010': 1}",0.1
completed,4677,9,14025,"{""y"": 2472, ""s"": 2335, ""sdg"": 2335, ""h"": 2322, ""z"": 2276, ""x"": 2272, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,7002,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/51b994aa-fb49-45cd-b0e0-905096405ef7,"{'000000': 1, '111111': 1, '000010': 2, '110000': 2, '111000': 2, '110001': 1, '111011': 1}",0.1
completed,4677,9,14027,"{""y"": 2392, ""sdg"": 2379, ""s"": 2379, ""z"": 2326, ""h"": 2292, ""x"": 2246, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,7003,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/a84bbda9-1bf1-4d46-b65e-5a41792a1e68,"{'010010': 1, '111000': 3, '001001': 1, '010000': 1, '101111': 1, '110001': 1, '101000': 1, '001000': 1}",0.0
completed,4677,9,14029,"{""z"": 2394, ""sdg"": 2353, ""s"": 2353, ""h"": 2350, ""y"": 2324, ""x"": 2242, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,7004,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/d58ca47b-6213-44e6-ae0c-93f7724bd6cf,"{'110100': 1, '110111': 1, '100001': 1, '111000': 1, '100000': 2, '100111': 1, '111101': 1, '011000': 1, '010111': 1}",0.0
completed,4679,9,14031,"{""x"": 2410, ""z"": 2388, ""y"": 2372, ""h"": 2294, ""s"": 2277, ""sdg"": 2277, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,7005,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/917142fa-9c44-4dfd-8842-77e21a5a8b40,"{'111101': 1, '111000': 3, '100011': 1, '110100': 1, '010010': 1, '111010': 1, '110010': 2}",0.0
completed,3511,11,14026,"{""h"": 2436, ""y"": 2424, ""x"": 2336, ""z"": 2296, ""sdg"": 2259, ""s"": 2259, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,7000,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/2c1ebbd8-c388-40da-bd8d-ddb804f1c5e6,"{'1001110': 1, '0110101': 1, '0011010': 1, '1011100': 1, '1011001': 1, '1101011': 1, '0000100': 1, '1011011': 1, '1110110': 1, '0011111': 1}",0.0
completed,3511,11,14028,"{""h"": 2400, ""y"": 2380, ""s"": 2348, ""sdg"": 2348, ""z"": 2328, ""x"": 2208, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,7001,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/dd674282-1975-4467-b7ba-dbfea81fd805,"{'1101000': 1, '0110001': 1, '0010001': 1, '0000101': 1, '1011101': 1, '0011101': 1, '0110000': 1, '1001001': 1, '1110111': 1, '1000011': 1}",0.0
completed,3511,11,14030,"{""sdg"": 2388, ""s"": 2388, ""x"": 2352, ""y"": 2306, ""z"": 2296, ""h"": 2284, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,7002,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/0d3d7611-da4d-4570-b811-855f8e176967,"{'0000110': 1, '1101101': 1, '1111010': 1, '0001101': 1, '1000000': 1, '0110110': 1, '1111011': 1, '1011101': 1, '0101001': 1, '1000010': 1}",0.0
completed,3511,11,14032,"{""x"": 2402, ""y"": 2370, ""z"": 2370, ""sdg"": 2329, ""s"": 2329, ""h"": 2216, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,7003,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/32a31c0a-b3c0-47b4-9629-86ba7dc05b54,"{'1000001': 1, '1011011': 2, '0011110': 1, '1011001': 1, '0011111': 1, '0011011': 1, '0010111': 1, '1111010': 1, '1010011': 1}",0.0
completed,3513,11,14034,"{""z"": 2434, ""x"": 2370, ""sdg"": 2368, ""s"": 2368, ""h"": 2246, ""y"": 2232, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,7004,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/c0b21644-fdf9-45aa-bb62-ed8f6af96598,"{'0011111': 1, '0000101': 1, '1011100': 1, '0110110': 1, '1111001': 1, '0111100': 1, '1010111': 1, '0010100': 1, '1000011': 1, '1101011': 1}",0.0
completed,3513,11,14036,"{""s"": 2363, ""sdg"": 2363, ""h"": 2362, ""z"": 2330, ""x"": 2328, ""y"": 2274, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,7005,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/80cdb81e-ed1b-48f1-8a22-3ab83201e1d8,"{'0101111': 1, '0001011': 1, '0001001': 1, '0101000': 1, '0111011': 1, '0001000': 1, '0001111': 1, '1010101': 1, '0000011': 2}",0.0
