status,circuit_depth,circuit_width,circuit_size,circuit_count_ops,num_qubits,num_clbits,num_ancillas,num_parameters,has_calibrations,has_layout,payload_size,num_gates,execution_type,experiment_type,job_id,counts,success_rate
completed,3011,7,6024,"{""y"": 1066, ""sdg"": 1008, ""s"": 1008, ""h"": 1002, ""x"": 972, ""z"": 958, ""cx"": 7, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,3004,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/d3825030-8d4e-4855-bc10-b427d2dcd5ff,"{'11011': 3, '01111': 2, '11101': 1, '00100': 1, '00011': 2, '01101': 1}",0.0
completed,3011,7,6026,"{""y"": 1106, ""h"": 1034, ""s"": 988, ""sdg"": 988, ""x"": 970, ""z"": 930, ""cx"": 7, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,3005,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/0e264d28-73a2-41d0-afcb-2ce41911e1b1,"{'00011': 1, '11001': 1, '00111': 1, '10111': 1, '01010': 2, '01100': 3, '11000': 1}",0.0
completed,2009,9,6021,"{""y"": 1076, ""sdg"": 1034, ""s"": 1034, ""x"": 980, ""h"": 970, ""z"": 914, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3000,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/08e389c6-488e-4ecb-ae48-eb3bcf86f9b7,"{'011001': 2, '010010': 2, '001111': 1, '111010': 1, '110010': 1, '110111': 2, '000010': 1}",0.0
completed,2009,9,6023,"{""h"": 1066, ""sdg"": 1003, ""s"": 1003, ""x"": 990, ""z"": 988, ""y"": 960, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3001,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/be6c7244-60b1-4151-99b6-9de61bb883dc,"{'111101': 1, '101010': 2, '001111': 1, '010100': 1, '111000': 1, '011001': 1, '011010': 1, '011000': 1, '001101': 1}",0.0
completed,2009,9,6025,"{""z"": 1056, ""x"": 1030, ""s"": 1006, ""sdg"": 1006, ""y"": 970, ""h"": 944, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3002,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/563180c7-8e7f-442a-883e-e2500aa54565,"{'111001': 1, '001010': 1, '010110': 1, '100100': 1, '000010': 1, '010010': 1, '010011': 1, '001000': 1, '101101': 1, '011011': 1}",0.0
completed,2011,9,6027,"{""x"": 1034, ""z"": 1032, ""s"": 998, ""sdg"": 998, ""h"": 980, ""y"": 972, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3003,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/017e58ad-b1bf-41f6-a262-349ea5560cdf,"{'100010': 1, '011111': 1, '110011': 1, '101000': 1, '111111': 1, '100100': 1, '011101': 1, '110111': 1, '110010': 1, '011100': 1}",0.0
completed,2011,9,6029,"{""h"": 1030, ""sdg"": 1022, ""s"": 1022, ""y"": 1020, ""x"": 974, ""z"": 948, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3004,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/a6da372b-907f-44b7-adee-fce49247ba63,"{'010001': 1, '011010': 1, '001100': 1, '100110': 1, '000100': 1, '010011': 2, '101110': 1, '000000': 1, '001110': 1}",0.1
completed,2011,9,6031,"{""h"": 1022, ""s"": 1009, ""sdg"": 1009, ""x"": 1006, ""z"": 1000, ""y"": 972, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3005,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/df82fc59-c84b-4200-905a-84c161d75628,"{'111000': 2, '111100': 1, '011000': 2, '111001': 1, '001000': 1, '011011': 1, '111101': 1, '011001': 1}",0.0
completed,1511,11,6026,"{""z"": 1050, ""x"": 1018, ""h"": 994, ""s"": 992, ""sdg"": 992, ""y"": 964, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3000,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/7f098fa2-d0ea-4b7e-8175-9c070771b977,"{'1011011': 1, '0110000': 1, '0011101': 1, '0011001': 1, '1111011': 1, '1101111': 1, '1010011': 1, '1110110': 1, '0000011': 1, '0110100': 1}",0.0
completed,1511,11,6028,"{""x"": 1032, ""y"": 1030, ""z"": 1022, ""h"": 1006, ""s"": 961, ""sdg"": 961, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3001,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/5c9142eb-5960-4b13-bbbd-2034e4231bde,"{'1011111': 1, '1111001': 1, '1101010': 1, '1001011': 1, '1001001': 1, '0000010': 1, '1000100': 1, '0001011': 1, '1011011': 1, '1101001': 1}",0.0
completed,1511,11,6030,"{""h"": 1024, ""x"": 1018, ""s"": 1014, ""sdg"": 1014, ""z"": 982, ""y"": 962, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3002,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/b2bb82b2-7ce4-4616-b2bb-ce470a60b7bb,"{'0001011': 1, '1000011': 1, '0011111': 1, '0110111': 1, '1111111': 1, '1110010': 1, '1010110': 1, '0001000': 1, '0111000': 1, '1000101': 1}",0.0
completed,1511,11,6032,"{""y"": 1076, ""z"": 1034, ""h"": 1010, ""s"": 966, ""sdg"": 966, ""x"": 964, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3003,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/43a512f8-c204-41f9-a9bd-e01bd7dfb097,"{'0101011': 1, '1110000': 1, '1110001': 1, '1100001': 1, '1011111': 1, '0100100': 1, '1110011': 1, '0001110': 1, '1100100': 1, '0100111': 1}",0.0
completed,1513,11,6034,"{""h"": 1076, ""x"": 1006, ""z"": 1000, ""y"": 984, ""s"": 976, ""sdg"": 976, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3004,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/a8dd8ddd-324f-4646-8582-c28eaa3c826b,"{'1001110': 1, '0101001': 1, '0100100': 1, '1101110': 1, '1101001': 1, '1111010': 1, '1011011': 1, '0110111': 1, '0010110': 1, '0110000': 1}",0.0
completed,1513,11,6036,"{""h"": 1042, ""y"": 1034, ""s"": 1001, ""sdg"": 1001, ""z"": 990, ""x"": 952, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3005,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/cd43c0ff-cbc5-4a86-bd30-ee96b7366442,"{'1110010': 1, '0111000': 1, '0110000': 1, '1001000': 1, '0010100': 1, '0011001': 1, '1111011': 1, '0101001': 1, '0001100': 1, '0000010': 1}",0.0
