status,circuit_depth,circuit_width,circuit_size,circuit_count_ops,num_qubits,num_clbits,num_ancillas,num_parameters,has_calibrations,has_layout,payload_size,num_gates,execution_type,experiment_type,counts,success_rate,ibm_job_id,ibm_backend,job_duration,job_quantum_duration,job_status,job_success_rate,job_created,job_finished,job_running,job_execution_spans,job_execution_duration
completed,3011,7,6024,"{""u"": 1204, ""x"": 1200, ""y"": 1162, ""s"": 623, ""sdg"": 623, ""t"": 598, ""tdg"": 598, ""cx"": 7, ""h"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,3004,ibm,dynamic_payload_gates,"{""10"": 860, ""11"": 1198, ""01"": 1039, ""00"": 999}",0.243896484375,cz33s1m39f40008s57eg,ibm_brisbane,3.0,3.0,completed,0.243896484375,2025-03-03T23:34:30.472Z,2025-03-03T23:37:12.918Z,2025-03-03T23:37:07.952Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:37:09', stop='2025-03-03 23:37:11', size=4096>)])",2.405309
completed,3011,7,6026,"{""u"": 1336, ""x"": 1230, ""y"": 1214, ""s"": 586, ""sdg"": 586, ""t"": 529, ""tdg"": 529, ""cx"": 7, ""h"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,3005,ibm,dynamic_payload_gates,"{""10"": 890, ""01"": 945, ""00"": 1270, ""11"": 991}",0.31005859375,cz33tgj39f40008s57w0,ibm_brisbane,3.0,3.0,completed,0.31005859375,2025-03-03T23:37:38.244Z,2025-03-03T23:40:16.519Z,2025-03-03T23:40:11.248Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:40:13', stop='2025-03-03 23:40:15', size=4096>)])",2.464702
completed,2009,9,6021,"{""y"": 1300, ""x"": 1184, ""u"": 1144, ""s"": 599, ""sdg"": 599, ""t"": 587, ""tdg"": 587, ""cx"": 9, ""h"": 8, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3000,ibm,dynamic_payload_gates,"{""000"": 469, ""110"": 608, ""010"": 360, ""001"": 312, ""100"": 707, ""011"": 449, ""111"": 672, ""101"": 519}",0.114501953125,cz33vxqp6030008c76dg,ibm_brisbane,3.0,3.0,completed,0.114501953125,2025-03-03T23:40:38.775Z,2025-03-03T23:43:15.616Z,2025-03-03T23:43:10.476Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:43:11', stop='2025-03-03 23:43:14', size=4096>)])",2.651446
completed,2009,9,6023,"{""y"": 1252, ""x"": 1246, ""u"": 1176, ""t"": 593, ""tdg"": 593, ""s"": 571, ""sdg"": 571, ""cx"": 9, ""h"": 8, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3001,ibm,dynamic_payload_gates,"{""011"": 616, ""010"": 491, ""111"": 551, ""101"": 433, ""000"": 503, ""001"": 461, ""100"": 630, ""110"": 411}",0.122802734375,cz33x9xkvm9g008fzbwg,ibm_brisbane,4.0,4.0,completed,0.122802734375,2025-03-03T23:43:36.061Z,2025-03-03T23:46:37.894Z,2025-03-03T23:44:29.831Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:46:33', stop='2025-03-03 23:46:36', size=4096>)])",3.59139
completed,2009,9,6025,"{""y"": 1212, ""x"": 1198, ""u"": 1168, ""s"": 608, ""sdg"": 608, ""t"": 605, ""tdg"": 605, ""cx"": 9, ""h"": 8, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3002,ibm,dynamic_payload_gates,"{""000"": 558, ""111"": 585, ""100"": 515, ""001"": 478, ""101"": 515, ""110"": 384, ""011"": 525, ""010"": 536}",0.13623046875,cz33ywvkvm9g008fzc2g,ibm_brisbane,3.0,3.0,completed,0.13623046875,2025-03-03T23:47:00.264Z,2025-03-03T23:47:08.841Z,2025-03-03T23:47:03.265Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:47:05', stop='2025-03-03 23:47:07', size=4096>)])",2.7006550000000002
completed,2011,9,6027,"{""y"": 1202, ""u"": 1186, ""x"": 1162, ""t"": 641, ""tdg"": 641, ""s"": 587, ""sdg"": 587, ""cx"": 9, ""h"": 8, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3003,ibm,dynamic_payload_gates,"{""010"": 339, ""101"": 642, ""111"": 664, ""000"": 407, ""110"": 593, ""100"": 726, ""011"": 367, ""001"": 358}",0.099365234375,cz33z5439f40008s58mg,ibm_brisbane,3.0,3.0,completed,0.099365234375,2025-03-03T23:47:32.426Z,2025-03-03T23:48:38.322Z,2025-03-03T23:47:35.784Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:48:34', stop='2025-03-03 23:48:37', size=4096>)])",2.646671
completed,2011,9,6029,"{""u"": 1218, ""y"": 1212, ""x"": 1158, ""s"": 609, ""sdg"": 609, ""t"": 601, ""tdg"": 601, ""cx"": 9, ""h"": 8, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3004,ibm,dynamic_payload_gates,"{""011"": 542, ""100"": 534, ""101"": 329, ""000"": 993, ""111"": 326, ""010"": 571, ""001"": 468, ""110"": 333}",0.242431640625,cz33ztzh0kc00088n01g,ibm_brisbane,4.0,4.0,completed,0.242431640625,2025-03-03T23:49:00.160Z,2025-03-03T23:49:09.118Z,2025-03-03T23:49:03.246Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:49:04', stop='2025-03-03 23:49:07', size=4096>)])",3.072262
completed,2011,9,6031,"{""u"": 1250, ""x"": 1224, ""y"": 1214, ""s"": 599, ""sdg"": 599, ""t"": 562, ""tdg"": 562, ""cx"": 9, ""h"": 8, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3005,ibm,dynamic_payload_gates,"{""101"": 474, ""110"": 451, ""001"": 485, ""111"": 587, ""011"": 541, ""000"": 553, ""010"": 455, ""100"": 550}",0.135009765625,cz3402gh0kc00088n030,ibm_brisbane,3.0,3.0,completed,0.135009765625,2025-03-03T23:49:30.439Z,2025-03-03T23:50:58.188Z,2025-03-03T23:49:33.356Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:50:54', stop='2025-03-03 23:50:57', size=4096>)])",2.715353
completed,1511,11,6026,"{""x"": 1218, ""y"": 1198, ""u"": 1196, ""t"": 599, ""tdg"": 599, ""s"": 595, ""sdg"": 595, ""cx"": 11, ""h"": 10, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3000,ibm,dynamic_payload_gates,"{""0100"": 428, ""1100"": 353, ""1111"": 391, ""1101"": 286, ""0001"": 167, ""1110"": 242, ""0010"": 178, ""0111"": 409, ""1001"": 142, ""1000"": 176, ""0101"": 278, ""0110"": 309, ""1011"": 211, ""0011"": 173, ""0000"": 207, ""1010"": 146}",0.050537109375,cz340y3h0kc00088n090,ibm_brisbane,3.0,3.0,completed,0.050537109375,2025-03-03T23:51:20.694Z,2025-03-03T23:57:14.667Z,2025-03-03T23:57:09.202Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:57:10', stop='2025-03-03 23:57:13', size=4096>)])",2.798852
completed,1511,11,6028,"{""x"": 1250, ""y"": 1196, ""u"": 1168, ""s"": 606, ""sdg"": 606, ""t"": 588, ""tdg"": 588, ""cx"": 11, ""h"": 10, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3001,ibm,dynamic_payload_gates,"{""0111"": 234, ""1111"": 234, ""0001"": 233, ""1101"": 241, ""1110"": 229, ""0000"": 244, ""0010"": 273, ""0110"": 251, ""0011"": 295, ""1001"": 257, ""1000"": 282, ""0100"": 243, ""0101"": 242, ""1010"": 320, ""1011"": 313, ""1100"": 205}",0.0595703125,cz33czvh0kc00088mwng,ibm_brisbane,4.0,4.0,completed,0.53076171875,2025-03-03T23:08:47.787Z,2025-03-03T23:09:09.889Z,2025-03-03T23:08:50.630Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-03 23:09:05', stop='2025-03-03 23:09:08', size=4096>)])",3.018793
completed,1511,11,6030,"{""u"": 1216, ""y"": 1212, ""x"": 1206, ""t"": 607, ""tdg"": 607, ""s"": 578, ""sdg"": 578, ""cx"": 11, ""h"": 10, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3002,ibm,dynamic_payload_gates,"{""0101"": 184, ""0111"": 311, ""0000"": 316, ""0011"": 262, ""1100"": 237, ""0110"": 238, ""1001"": 210, ""1011"": 292, ""1101"": 200, ""1111"": 344, ""0100"": 233, ""0010"": 261, ""1010"": 228, ""0001"": 241, ""1000"": 284, ""1110"": 255}",0.0771484375,cz348rkp6030008c78ng,ibm_brisbane,3.0,3.0,completed,0.0771484375,2025-03-04T00:08:03.024Z,2025-03-04T00:13:25.331Z,2025-03-04T00:13:19.877Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-04 00:13:21', stop='2025-03-04 00:13:24', size=4096>)])",2.825081
completed,1511,11,6032,"{""y"": 1266, ""u"": 1204, ""x"": 1104, ""t"": 623, ""tdg"": 623, ""s"": 593, ""sdg"": 593, ""cx"": 11, ""h"": 10, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3003,ibm,dynamic_payload_gates,"{""1011"": 334, ""0111"": 173, ""1101"": 292, ""0001"": 184, ""1111"": 336, ""1100"": 307, ""1000"": 396, ""1010"": 333, ""0010"": 160, ""1110"": 294, ""0110"": 169, ""0101"": 159, ""1001"": 355, ""0000"": 228, ""0100"": 181, ""0011"": 195}",0.0556640625,cz34be5kvm9g008fze30,ibm_brisbane,3.0,3.0,completed,0.0556640625,2025-03-04T00:13:45.226Z,2025-03-04T00:13:53.852Z,2025-03-04T00:13:48.477Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-04 00:13:50', stop='2025-03-04 00:13:52', size=4096>)])",2.799023
completed,1513,11,6034,"{""y"": 1260, ""x"": 1250, ""u"": 1146, ""s"": 600, ""sdg"": 600, ""t"": 576, ""tdg"": 576, ""cx"": 11, ""h"": 10, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3004,ibm,dynamic_payload_gates,"{""0010"": 235, ""1000"": 346, ""0100"": 218, ""0000"": 420, ""0111"": 340, ""1100"": 194, ""0001"": 208, ""0101"": 229, ""1111"": 341, ""1011"": 231, ""0011"": 247, ""0110"": 231, ""1101"": 218, ""1001"": 210, ""1110"": 200, ""1010"": 228}",0.1025390625,cz34bnp39f40008s5aqg,ibm_brisbane,3.0,3.0,completed,0.1025390625,2025-03-04T00:14:15.155Z,2025-03-04T00:14:23.201Z,2025-03-04T00:14:17.805Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-04 00:14:19', stop='2025-03-04 00:14:22', size=4096>)])",2.7874879999999997
completed,1513,11,6036,"{""y"": 1288, ""u"": 1190, ""x"": 1166, ""s"": 601, ""sdg"": 601, ""t"": 582, ""tdg"": 582, ""cx"": 11, ""h"": 10, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3005,ibm,dynamic_payload_gates,"{""0111"": 249, ""1100"": 291, ""0100"": 158, ""1111"": 433, ""1110"": 262, ""0000"": 281, ""1000"": 534, ""1011"": 339, ""1101"": 291, ""0001"": 129, ""0101"": 128, ""1010"": 273, ""0010"": 132, ""1001"": 306, ""0110"": 122, ""0011"": 168}",0.068603515625,cz34bxf1xvhg008dzy00,ibm_brisbane,3.0,3.0,completed,0.068603515625,2025-03-04T00:14:46.152Z,2025-03-04T00:16:12.965Z,2025-03-04T00:15:06.372Z,"ExecutionSpans([DoubleSliceSpan(<start='2025-03-04 00:16:08', stop='2025-03-04 00:16:11', size=4096>)])",2.930224
