counts,shots,job_id
"{'1': 517, '0': 507}",1024,96
"{'1': 520, '0': 504}",1024,97
"{'0': 504, '1': 520}",1024,98
"{'1': 511, '0': 513}",1024,99
"{'0': 505, '1': 519}",1024,100
"{'1': 510, '0': 514}",1024,101
"{'1': 526, '0': 498}",1024,102
"{'0': 511, '1': 513}",1024,103
"{'0': 516, '1': 508}",1024,104
"{'0': 512, '1': 512}",1024,105
"{'0': 533, '1': 491}",1024,106
"{'1': 511, '0': 513}",1024,107
"{'1': 534, '0': 490}",1024,108
"{'0': 510, '1': 514}",1024,109
"{'1': 525, '0': 499}",1024,110
"{'1': 537, '0': 487}",1024,111
"{'0': 502, '1': 522}",1024,112
"{'0': 518, '1': 506}",1024,113
"{'0': 497, '1': 527}",1024,114
"{'0': 512, '1': 512}",1024,115
"{'0': 541, '1': 483}",1024,116
"{'1': 505, '0': 519}",1024,117
"{'0': 495, '1': 529}",1024,118
"{'0': 535, '1': 489}",1024,119
"{'0': 512, '1': 512}",1024,120
"{'1': 491, '0': 533}",1024,121
"{'0': 509, '1': 515}",1024,122
"{'1': 507, '0': 517}",1024,123
"{'1': 509, '0': 515}",1024,124
"{'1': 514, '0': 510}",1024,125
"{'1': 523, '0': 501}",1024,126
"{'0': 510, '1': 514}",1024,127
"{'1': 487, '0': 537}",1024,128
"{'0': 505, '1': 519}",1024,129
"{'0': 491, '1': 533}",1024,130
"{'1': 527, '0': 497}",1024,131
"{'1': 526, '0': 498}",1024,132
"{'1': 519, '0': 505}",1024,133
"{'1': 511, '0': 513}",1024,134
"{'0': 507, '1': 517}",1024,135
"{'1': 544, '0': 480}",1024,136
"{'1': 525, '0': 499}",1024,137
"{'1': 499, '0': 525}",1024,138
"{'1': 519, '0': 505}",1024,139
"{'0': 523, '1': 501}",1024,140
"{'0': 520, '1': 504}",1024,141
"{'0': 523, '1': 501}",1024,142
"{'1': 515, '0': 509}",1024,143
"{'1': 525, '0': 499}",1024,144
"{'1': 473, '0': 551}",1024,145
"{'1': 498, '0': 526}",1024,146
"{'0': 515, '1': 509}",1024,147
"{'0': 515, '1': 509}",1024,148
"{'1': 508, '0': 516}",1024,149
"{'0': 517, '1': 507}",1024,150
"{'0': 544, '1': 480}",1024,151
"{'1': 508, '0': 516}",1024,152
"{'0': 522, '1': 502}",1024,153
"{'0': 506, '1': 518}",1024,154
"{'0': 485, '1': 539}",1024,155
"{'0': 500, '1': 524}",1024,156
"{'0': 487, '1': 537}",1024,157
"{'0': 517, '1': 507}",1024,158
"{'1': 515, '0': 509}",1024,159
"{'1': 489, '0': 535}",1024,160
"{'0': 531, '1': 493}",1024,161
"{'1': 539, '0': 485}",1024,162
"{'0': 474, '1': 550}",1024,163
"{'1': 521, '0': 503}",1024,164
"{'1': 501, '0': 523}",1024,165
"{'0': 484, '1': 540}",1024,166
"{'0': 500, '1': 524}",1024,167
"{'1': 494, '0': 530}",1024,168
"{'1': 508, '0': 516}",1024,169
"{'1': 509, '0': 515}",1024,170
"{'0': 541, '1': 483}",1024,171
"{'0': 488, '1': 536}",1024,172
"{'1': 536, '0': 488}",1024,173
"{'0': 500, '1': 524}",1024,174
"{'0': 499, '1': 525}",1024,175
"{'0': 527, '1': 497}",1024,176
"{'0': 503, '1': 521}",1024,177
"{'0': 515, '1': 509}",1024,178
"{'0': 499, '1': 525}",1024,179
"{'1': 517, '0': 507}",1024,180
"{'0': 529, '1': 495}",1024,181
"{'1': 531, '0': 493}",1024,182
"{'1': 493, '0': 531}",1024,183
"{'0': 486, '1': 538}",1024,184
"{'1': 506, '0': 518}",1024,185
"{'0': 521, '1': 503}",1024,186
"{'1': 503, '0': 521}",1024,187
"{'0': 510, '1': 514}",1024,188
"{'1': 512, '0': 512}",1024,189
"{'1': 505, '0': 519}",1024,190
"{'0': 502, '1': 522}",1024,191
"{'0': 512, '1': 512}",1024,192
"{'1': 515, '0': 509}",1024,193
"{'0': 510, '1': 514}",1024,194
"{'1': 501, '0': 523}",1024,195
"{'0': 515, '1': 509}",1024,196
"{'1': 534, '0': 490}",1024,197
"{'0': 513, '1': 511}",1024,198
"{'0': 541, '1': 483}",1024,199
"{'0': 504, '1': 520}",1024,200
"{'0': 505, '1': 519}",1024,201
"{'0': 512, '1': 512}",1024,202
"{'1': 535, '0': 489}",1024,203
"{'0': 476, '1': 548}",1024,204
"{'0': 523, '1': 501}",1024,205
"{'0': 531, '1': 493}",1024,206
"{'0': 494, '1': 530}",1024,207
"{'1': 523, '0': 501}",1024,208
"{'1': 505, '0': 519}",1024,209
"{'1': 533, '0': 491}",1024,210
"{'0': 498, '1': 526}",1024,211
"{'1': 533, '0': 491}",1024,212
"{'0': 545, '1': 479}",1024,213
"{'1': 523, '0': 501}",1024,214
"{'1': 528, '0': 496}",1024,215
"{'0': 502, '1': 522}",1024,216
"{'1': 530, '0': 494}",1024,217
"{'0': 494, '1': 530}",1024,218
"{'1': 504, '0': 520}",1024,219
"{'1': 542, '0': 482}",1024,220
"{'1': 473, '0': 551}",1024,221
"{'1': 507, '0': 517}",1024,222
"{'0': 489, '1': 535}",1024,223
"{'1': 521, '0': 503}",1024,224
"{'1': 490, '0': 534}",1024,225
"{'1': 532, '0': 492}",1024,226
"{'0': 496, '1': 528}",1024,227
"{'0': 485, '1': 539}",1024,228
"{'1': 521, '0': 503}",1024,229
"{'1': 518, '0': 506}",1024,230
"{'0': 509, '1': 515}",1024,231
"{'1': 518, '0': 506}",1024,232
"{'0': 554, '1': 470}",1024,233
"{'0': 496, '1': 528}",1024,234
"{'0': 510, '1': 514}",1024,235
"{'1': 533, '0': 491}",1024,236
"{'0': 534, '1': 490}",1024,237
"{'1': 497, '0': 527}",1024,238
"{'1': 498, '0': 526}",1024,239
"{'0': 495, '1': 529}",1024,240
"{'0': 498, '1': 526}",1024,241
"{'0': 505, '1': 519}",1024,242
"{'0': 527, '1': 497}",1024,243
"{'1': 550, '0': 474}",1024,244
"{'0': 530, '1': 494}",1024,245
"{'0': 477, '1': 547}",1024,246
"{'1': 512, '0': 512}",1024,247
"{'1': 515, '0': 509}",1024,248
"{'0': 510, '1': 514}",1024,249
"{'1': 510, '0': 514}",1024,250
"{'0': 511, '1': 513}",1024,251
"{'0': 512, '1': 512}",1024,252
"{'1': 498, '0': 526}",1024,253
"{'1': 506, '0': 518}",1024,254
"{'0': 486, '1': 538}",1024,255
"{'0': 520, '1': 504}",1024,256
"{'1': 529, '0': 495}",1024,257
"{'0': 528, '1': 496}",1024,258
"{'1': 507, '0': 517}",1024,259
"{'1': 503, '0': 521}",1024,260
"{'1': 497, '0': 527}",1024,261
"{'0': 506, '1': 518}",1024,262
"{'1': 509, '0': 515}",1024,263
"{'1': 499, '0': 525}",1024,264
"{'0': 499, '1': 525}",1024,265
"{'0': 537, '1': 487}",1024,266
"{'0': 523, '1': 501}",1024,267
"{'0': 511, '1': 513}",1024,268
"{'0': 496, '1': 528}",1024,269
"{'0': 535, '1': 489}",1024,270
"{'1': 522, '0': 502}",1024,271
"{'1': 509, '0': 515}",1024,272
"{'1': 495, '0': 529}",1024,273
"{'0': 525, '1': 499}",1024,274
"{'0': 527, '1': 497}",1024,275
"{'1': 494, '0': 530}",1024,276
"{'1': 532, '0': 492}",1024,277
"{'1': 510, '0': 514}",1024,278
"{'0': 488, '1': 536}",1024,279
"{'0': 476, '1': 548}",1024,280
"{'1': 519, '0': 505}",1024,281
"{'1': 522, '0': 502}",1024,282
"{'1': 518, '0': 506}",1024,283
"{'0': 521, '1': 503}",1024,284
"{'0': 520, '1': 504}",1024,285
"{'1': 509, '0': 515}",1024,286
"{'1': 526, '0': 498}",1024,287
"{'0': 508, '1': 516}",1024,288
"{'1': 496, '0': 528}",1024,289
"{'0': 529, '1': 495}",1024,290
"{'0': 525, '1': 499}",1024,291
"{'0': 463, '1': 561}",1024,292
"{'0': 524, '1': 500}",1024,293
"{'0': 525, '1': 499}",1024,294
"{'1': 514, '0': 510}",1024,295
"{'1': 509, '0': 515}",1024,296
"{'1': 491, '0': 533}",1024,297
"{'0': 517, '1': 507}",1024,298
"{'1': 510, '0': 514}",1024,299
"{'0': 499, '1': 525}",1024,300
"{'1': 509, '0': 515}",1024,301
"{'0': 506, '1': 518}",1024,302
"{'1': 523, '0': 501}",1024,303
"{'1': 526, '0': 498}",1024,304
"{'0': 500, '1': 524}",1024,305
"{'1': 505, '0': 519}",1024,306
"{'0': 544, '1': 480}",1024,307
"{'1': 517, '0': 507}",1024,308
"{'1': 495, '0': 529}",1024,309
"{'0': 521, '1': 503}",1024,310
"{'1': 489, '0': 535}",1024,311
"{'0': 524, '1': 500}",1024,312
"{'1': 522, '0': 502}",1024,313
"{'0': 525, '1': 499}",1024,314
"{'0': 526, '1': 498}",1024,315
"{'0': 511, '1': 513}",1024,316
"{'0': 492, '1': 532}",1024,317
"{'1': 518, '0': 506}",1024,318
"{'1': 519, '0': 505}",1024,319
"{'1': 498, '0': 526}",1024,320
"{'0': 506, '1': 518}",1024,321
"{'1': 516, '0': 508}",1024,322
"{'1': 499, '0': 525}",1024,323
"{'0': 497, '1': 527}",1024,324
"{'1': 514, '0': 510}",1024,325
"{'1': 491, '0': 533}",1024,326
"{'0': 490, '1': 534}",1024,327
"{'0': 522, '1': 502}",1024,328
"{'1': 507, '0': 517}",1024,329
"{'0': 535, '1': 489}",1024,330
"{'0': 519, '1': 505}",1024,331
"{'1': 522, '0': 502}",1024,332
"{'1': 511, '0': 513}",1024,333
"{'0': 507, '1': 517}",1024,334
"{'0': 507, '1': 517}",1024,335
"{'0': 523, '1': 501}",1024,336
"{'0': 537, '1': 487}",1024,337
"{'1': 532, '0': 492}",1024,338
"{'0': 498, '1': 526}",1024,339
"{'1': 509, '0': 515}",1024,340
"{'0': 480, '1': 544}",1024,341
"{'0': 508, '1': 516}",1024,342
"{'0': 492, '1': 532}",1024,343
"{'0': 531, '1': 493}",1024,344
"{'0': 536, '1': 488}",1024,345
"{'0': 504, '1': 520}",1024,346
"{'1': 533, '0': 491}",1024,347
"{'0': 501, '1': 523}",1024,348
"{'0': 514, '1': 510}",1024,349
"{'1': 503, '0': 521}",1024,350
"{'1': 492, '0': 532}",1024,351
"{'1': 513, '0': 511}",1024,352
"{'0': 506, '1': 518}",1024,353
"{'0': 524, '1': 500}",1024,354
"{'0': 529, '1': 495}",1024,355
"{'1': 514, '0': 510}",1024,356
"{'0': 497, '1': 527}",1024,357
"{'0': 544, '1': 480}",1024,358
"{'0': 486, '1': 538}",1024,359
"{'0': 529, '1': 495}",1024,360
"{'1': 520, '0': 504}",1024,361
"{'1': 511, '0': 513}",1024,362
"{'0': 535, '1': 489}",1024,363
"{'1': 497, '0': 527}",1024,364
"{'0': 519, '1': 505}",1024,365
"{'1': 504, '0': 520}",1024,366
"{'1': 501, '0': 523}",1024,367
"{'0': 505, '1': 519}",1024,368
"{'0': 527, '1': 497}",1024,369
"{'1': 507, '0': 517}",1024,370
"{'0': 511, '1': 513}",1024,371
"{'1': 511, '0': 513}",1024,372
"{'1': 521, '0': 503}",1024,373
"{'0': 480, '1': 544}",1024,374
"{'0': 514, '1': 510}",1024,375
"{'0': 513, '1': 511}",1024,376
"{'1': 513, '0': 511}",1024,377
"{'1': 510, '0': 514}",1024,378
"{'0': 495, '1': 529}",1024,379
"{'0': 525, '1': 499}",1024,380
"{'1': 523, '0': 501}",1024,381
"{'0': 526, '1': 498}",1024,382
"{'1': 525, '0': 499}",1024,383
"{'1': 522, '0': 502}",1024,384
"{'0': 534, '1': 490}",1024,385
"{'0': 536, '1': 488}",1024,386
"{'0': 520, '1': 504}",1024,387
"{'1': 524, '0': 500}",1024,388
"{'0': 515, '1': 509}",1024,389
"{'1': 499, '0': 525}",1024,390
"{'1': 479, '0': 545}",1024,391
"{'1': 523, '0': 501}",1024,392
"{'1': 502, '0': 522}",1024,393
"{'0': 533, '1': 491}",1024,394
"{'0': 492, '1': 532}",1024,395
"{'0': 513, '1': 511}",1024,396
"{'0': 525, '1': 499}",1024,397
"{'0': 488, '1': 536}",1024,398
"{'1': 526, '0': 498}",1024,399
"{'1': 526, '0': 498}",1024,400
"{'1': 498, '0': 526}",1024,401
"{'1': 528, '0': 496}",1024,402
"{'1': 493, '0': 531}",1024,403
"{'0': 511, '1': 513}",1024,404
"{'1': 524, '0': 500}",1024,405
"{'1': 540, '0': 484}",1024,406
"{'1': 465, '0': 559}",1024,407
"{'1': 504, '0': 520}",1024,408
"{'1': 511, '0': 513}",1024,409
"{'1': 504, '0': 520}",1024,410
"{'1': 509, '0': 515}",1024,411
"{'0': 509, '1': 515}",1024,412
"{'0': 543, '1': 481}",1024,413
"{'0': 498, '1': 526}",1024,414
"{'0': 524, '1': 500}",1024,415
"{'1': 517, '0': 507}",1024,416
"{'1': 504, '0': 520}",1024,417
"{'0': 500, '1': 524}",1024,418
"{'1': 533, '0': 491}",1024,419
"{'1': 516, '0': 508}",1024,420
"{'1': 521, '0': 503}",1024,421
"{'1': 488, '0': 536}",1024,422
"{'1': 530, '0': 494}",1024,423
"{'0': 486, '1': 538}",1024,424
"{'1': 484, '0': 540}",1024,425
"{'0': 513, '1': 511}",1024,426
"{'1': 504, '0': 520}",1024,427
"{'1': 521, '0': 503}",1024,428
"{'0': 535, '1': 489}",1024,429
"{'1': 523, '0': 501}",1024,430
"{'0': 531, '1': 493}",1024,431
"{'0': 519, '1': 505}",1024,432
"{'1': 515, '0': 509}",1024,433
"{'0': 552, '1': 472}",1024,434
"{'0': 490, '1': 534}",1024,435
"{'1': 539, '0': 485}",1024,436
"{'1': 507, '0': 517}",1024,437
"{'0': 499, '1': 525}",1024,438
"{'0': 520, '1': 504}",1024,439
"{'0': 534, '1': 490}",1024,440
"{'0': 515, '1': 509}",1024,441
"{'0': 527, '1': 497}",1024,442
"{'0': 503, '1': 521}",1024,443
"{'0': 506, '1': 518}",1024,444
"{'1': 519, '0': 505}",1024,445
"{'0': 527, '1': 497}",1024,446
"{'0': 536, '1': 488}",1024,447
"{'1': 519, '0': 505}",1024,448
"{'1': 525, '0': 499}",1024,449
"{'0': 504, '1': 520}",1024,450
"{'0': 491, '1': 533}",1024,451
"{'0': 494, '1': 530}",1024,452
"{'1': 514, '0': 510}",1024,453
"{'1': 523, '0': 501}",1024,454
"{'1': 517, '0': 507}",1024,455
"{'1': 515, '0': 509}",1024,456
"{'0': 503, '1': 521}",1024,457
"{'0': 504, '1': 520}",1024,458
"{'0': 493, '1': 531}",1024,459
"{'1': 464, '0': 560}",1024,460
"{'1': 518, '0': 506}",1024,461
"{'0': 535, '1': 489}",1024,462
"{'0': 506, '1': 518}",1024,463
"{'0': 536, '1': 488}",1024,464
"{'1': 526, '0': 498}",1024,465
"{'0': 497, '1': 527}",1024,466
"{'1': 519, '0': 505}",1024,467
"{'0': 498, '1': 526}",1024,468
"{'0': 510, '1': 514}",1024,469
"{'0': 503, '1': 521}",1024,470
"{'0': 526, '1': 498}",1024,471
"{'0': 524, '1': 500}",1024,472
"{'1': 534, '0': 490}",1024,473
"{'1': 505, '0': 519}",1024,474
"{'0': 531, '1': 493}",1024,475
"{'1': 537, '0': 487}",1024,476
"{'0': 505, '1': 519}",1024,477
"{'1': 482, '0': 542}",1024,478
"{'1': 525, '0': 499}",1024,479
"{'0': 502, '1': 522}",1024,480
"{'0': 516, '1': 508}",1024,481
"{'0': 506, '1': 518}",1024,482
"{'1': 499, '0': 525}",1024,483
"{'0': 524, '1': 500}",1024,484
"{'0': 515, '1': 509}",1024,485
"{'1': 513, '0': 511}",1024,486
"{'1': 496, '0': 528}",1024,487
"{'0': 534, '1': 490}",1024,488
"{'0': 505, '1': 519}",1024,489
"{'0': 534, '1': 490}",1024,490
"{'0': 500, '1': 524}",1024,491
"{'0': 489, '1': 535}",1024,492
"{'0': 492, '1': 532}",1024,493
"{'1': 509, '0': 515}",1024,494
"{'0': 483, '1': 541}",1024,495
"{'0': 485, '1': 539}",1024,496
"{'0': 503, '1': 521}",1024,497
"{'0': 489, '1': 535}",1024,498
"{'0': 504, '1': 520}",1024,499
"{'0': 512, '1': 512}",1024,500
"{'0': 537, '1': 487}",1024,501
"{'0': 530, '1': 494}",1024,502
"{'1': 501, '0': 523}",1024,503
"{'1': 515, '0': 509}",1024,504
"{'0': 540, '1': 484}",1024,505
"{'1': 532, '0': 492}",1024,506
"{'0': 495, '1': 529}",1024,507
"{'1': 528, '0': 496}",1024,508
"{'1': 510, '0': 514}",1024,509
"{'0': 531, '1': 493}",1024,510
"{'1': 525, '0': 499}",1024,511
"{'0': 506, '1': 518}",1024,512
"{'0': 517, '1': 507}",1024,513
"{'1': 501, '0': 523}",1024,514
"{'1': 542, '0': 482}",1024,515
"{'0': 521, '1': 503}",1024,516
"{'1': 519, '0': 505}",1024,517
"{'1': 560, '0': 464}",1024,518
"{'1': 527, '0': 497}",1024,519
"{'1': 504, '0': 520}",1024,520
"{'0': 498, '1': 526}",1024,521
"{'0': 530, '1': 494}",1024,522
"{'1': 536, '0': 488}",1024,523
"{'0': 517, '1': 507}",1024,524
"{'0': 504, '1': 520}",1024,525
"{'0': 537, '1': 487}",1024,526
"{'0': 507, '1': 517}",1024,527
"{'0': 506, '1': 518}",1024,528
"{'0': 522, '1': 502}",1024,529
"{'0': 523, '1': 501}",1024,530
"{'1': 521, '0': 503}",1024,531
"{'0': 525, '1': 499}",1024,532
"{'0': 511, '1': 513}",1024,533
"{'0': 492, '1': 532}",1024,534
"{'0': 493, '1': 531}",1024,535
"{'0': 513, '1': 511}",1024,536
"{'0': 482, '1': 542}",1024,537
"{'0': 520, '1': 504}",1024,538
"{'0': 514, '1': 510}",1024,539
"{'0': 504, '1': 520}",1024,540
"{'1': 505, '0': 519}",1024,541
"{'1': 527, '0': 497}",1024,542
"{'0': 526, '1': 498}",1024,543
"{'1': 531, '0': 493}",1024,544
"{'1': 525, '0': 499}",1024,545
"{'0': 501, '1': 523}",1024,546
"{'1': 493, '0': 531}",1024,547
"{'1': 533, '0': 491}",1024,548
"{'1': 515, '0': 509}",1024,549
"{'1': 511, '0': 513}",1024,550
"{'0': 507, '1': 517}",1024,551
"{'1': 511, '0': 513}",1024,552
"{'0': 481, '1': 543}",1024,553
"{'1': 505, '0': 519}",1024,554
"{'1': 501, '0': 523}",1024,555
"{'1': 520, '0': 504}",1024,556
"{'1': 492, '0': 532}",1024,557
"{'1': 514, '0': 510}",1024,558
"{'0': 520, '1': 504}",1024,559
"{'0': 492, '1': 532}",1024,560
"{'0': 505, '1': 519}",1024,561
"{'1': 520, '0': 504}",1024,562
"{'1': 491, '0': 533}",1024,563
"{'0': 503, '1': 521}",1024,564
"{'1': 520, '0': 504}",1024,565
"{'1': 525, '0': 499}",1024,566
"{'1': 494, '0': 530}",1024,567
"{'1': 506, '0': 518}",1024,568
"{'1': 515, '0': 509}",1024,569
"{'1': 485, '0': 539}",1024,570
"{'0': 536, '1': 488}",1024,571
"{'0': 485, '1': 539}",1024,572
"{'1': 499, '0': 525}",1024,573
"{'1': 503, '0': 521}",1024,574
"{'1': 525, '0': 499}",1024,575
"{'0': 536, '1': 488}",1024,576
"{'0': 522, '1': 502}",1024,577
"{'0': 532, '1': 492}",1024,578
"{'0': 521, '1': 503}",1024,579
"{'1': 519, '0': 505}",1024,580
"{'1': 524, '0': 500}",1024,581
"{'1': 508, '0': 516}",1024,582
"{'1': 526, '0': 498}",1024,583
"{'0': 527, '1': 497}",1024,584
"{'1': 536, '0': 488}",1024,585
"{'0': 504, '1': 520}",1024,586
"{'1': 511, '0': 513}",1024,587
"{'0': 516, '1': 508}",1024,588
"{'1': 489, '0': 535}",1024,589
"{'1': 491, '0': 533}",1024,590
"{'1': 514, '0': 510}",1024,591
"{'0': 473, '1': 551}",1024,592
"{'1': 514, '0': 510}",1024,593
"{'0': 521, '1': 503}",1024,594
"{'0': 503, '1': 521}",1024,595
"{'0': 539, '1': 485}",1024,596
"{'1': 509, '0': 515}",1024,597
"{'0': 496, '1': 528}",1024,598
"{'1': 488, '0': 536}",1024,599
"{'1': 527, '0': 497}",1024,600
"{'0': 497, '1': 527}",1024,601
"{'1': 518, '0': 506}",1024,602
"{'1': 511, '0': 513}",1024,603
"{'0': 525, '1': 499}",1024,604
"{'0': 520, '1': 504}",1024,605
"{'1': 514, '0': 510}",1024,606
"{'0': 531, '1': 493}",1024,607
"{'0': 526, '1': 498}",1024,608
"{'1': 491, '0': 533}",1024,609
"{'0': 532, '1': 492}",1024,610
"{'0': 511, '1': 513}",1024,611
"{'0': 523, '1': 501}",1024,612
"{'0': 516, '1': 508}",1024,613
"{'0': 508, '1': 516}",1024,614
"{'1': 530, '0': 494}",1024,615
"{'1': 511, '0': 513}",1024,616
"{'1': 514, '0': 510}",1024,617
"{'0': 530, '1': 494}",1024,618
"{'1': 526, '0': 498}",1024,619
"{'1': 502, '0': 522}",1024,620
"{'0': 499, '1': 525}",1024,621
"{'0': 489, '1': 535}",1024,622
"{'1': 523, '0': 501}",1024,623
"{'0': 544, '1': 480}",1024,624
"{'0': 518, '1': 506}",1024,625
"{'1': 514, '0': 510}",1024,626
"{'0': 509, '1': 515}",1024,627
"{'1': 491, '0': 533}",1024,628
"{'0': 511, '1': 513}",1024,629
"{'1': 535, '0': 489}",1024,630
"{'1': 513, '0': 511}",1024,631
"{'0': 502, '1': 522}",1024,632
"{'0': 505, '1': 519}",1024,633
"{'1': 497, '0': 527}",1024,634
"{'1': 522, '0': 502}",1024,635
"{'0': 524, '1': 500}",1024,636
"{'0': 505, '1': 519}",1024,637
"{'0': 502, '1': 522}",1024,638
"{'0': 515, '1': 509}",1024,639
"{'1': 531, '0': 493}",1024,640
"{'1': 520, '0': 504}",1024,641
"{'0': 493, '1': 531}",1024,642
"{'0': 501, '1': 523}",1024,643
"{'0': 516, '1': 508}",1024,644
"{'1': 517, '0': 507}",1024,645
"{'0': 506, '1': 518}",1024,646
"{'0': 532, '1': 492}",1024,647
"{'1': 487, '0': 537}",1024,648
"{'1': 543, '0': 481}",1024,649
"{'0': 539, '1': 485}",1024,650
"{'0': 539, '1': 485}",1024,651
"{'1': 511, '0': 513}",1024,652
"{'1': 515, '0': 509}",1024,653
"{'0': 521, '1': 503}",1024,654
"{'0': 505, '1': 519}",1024,655
"{'0': 499, '1': 525}",1024,656
"{'0': 497, '1': 527}",1024,657
"{'0': 491, '1': 533}",1024,658
"{'0': 503, '1': 521}",1024,659
"{'0': 513, '1': 511}",1024,660
"{'1': 502, '0': 522}",1024,661
"{'0': 502, '1': 522}",1024,662
"{'1': 515, '0': 509}",1024,663
"{'0': 493, '1': 531}",1024,664
"{'0': 504, '1': 520}",1024,665
"{'0': 519, '1': 505}",1024,666
"{'0': 514, '1': 510}",1024,667
"{'1': 500, '0': 524}",1024,668
"{'1': 478, '0': 546}",1024,669
"{'0': 515, '1': 509}",1024,670
"{'0': 517, '1': 507}",1024,671
"{'0': 506, '1': 518}",1024,672
"{'0': 500, '1': 524}",1024,673
"{'0': 536, '1': 488}",1024,674
"{'0': 505, '1': 519}",1024,675
"{'0': 505, '1': 519}",1024,676
"{'1': 508, '0': 516}",1024,677
"{'1': 487, '0': 537}",1024,678
"{'0': 504, '1': 520}",1024,679
"{'0': 515, '1': 509}",1024,680
"{'0': 506, '1': 518}",1024,681
"{'1': 532, '0': 492}",1024,682
"{'1': 510, '0': 514}",1024,683
"{'0': 528, '1': 496}",1024,684
"{'0': 539, '1': 485}",1024,685
"{'1': 514, '0': 510}",1024,686
"{'1': 513, '0': 511}",1024,687
"{'0': 508, '1': 516}",1024,688
"{'1': 516, '0': 508}",1024,689
"{'0': 491, '1': 533}",1024,690
"{'0': 533, '1': 491}",1024,691
"{'1': 500, '0': 524}",1024,692
"{'0': 514, '1': 510}",1024,693
"{'1': 498, '0': 526}",1024,694
"{'1': 503, '0': 521}",1024,695
"{'0': 506, '1': 518}",1024,696
"{'1': 508, '0': 516}",1024,697
"{'0': 525, '1': 499}",1024,698
